web-scraper-order,web-scraper-start-url,fecha,Hora,Condiciones meteorológicas,Tem,Viento,Hum,Presión,pagination
"1680310571-1657","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","13:30","Mayormente cubierto","20°","22 km/h","78%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680310571-1658","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","14:00","Lluvia ligera","19°","17 km/h","88%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680310571-1659","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","14:30","Lluvia ligera","19°","13 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680310571-1660","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","15:00","Lluvia ligera","18°","13 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680310571-1661","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","15:30","Lluvia ligera","18°","17 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680310571-1662","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","16:00","Lluvia ligera","18°","15 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680310571-1663","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","16:30","Lluvia ligera","18°","15 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680310571-1664","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","17:00","Lluvia ligera","18°","13 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680310571-1665","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","17:30","Mayormente cubierto","18°","15 km/h","88%","1009 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680310571-1666","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","18:00","Mayormente cubierto","18°","11 km/h","94%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680310571-1667","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","18:30","Mayormente cubierto","18°","15 km/h","88%","1009 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680310571-1668","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","19:00","Mayormente cubierto","18°","11 km/h","83%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680310571-1669","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","19:30","Mayormente cubierto","18°","9 km/h","88%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680310571-1670","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","20:00","Mayormente cubierto","18°","9 km/h","88%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680310571-1671","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","20:30","Mayormente cubierto","18°","9 km/h","83%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680310571-1672","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","21:00","Mayormente cubierto","18°","7 km/h","88%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680310571-1673","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","21:30","Mayormente cubierto","19°","7 km/h","78%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680310571-1674","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","22:00","Mayormente cubierto","18°","7 km/h","83%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680310571-1675","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","22:30","Mayormente cubierto","18°","7 km/h","88%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680310571-1676","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","23:00","Mayormente cubierto","18°","6 km/h","83%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680310571-1677","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 3 Diciembre 2022","23:30","Mayormente cubierto","18°","7 km/h","88%","1010 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2022.html"
"1680310573-1678","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","00:00","Mayormente cubierto","18°","6 km/h","88%","1010 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1679","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1680","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","00:30","Mayormente cubierto","19°","6 km/h","83%","1010 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1681","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","01:00","Mayormente cubierto","18°","4 km/h","88%","1010 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1682","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","01:30","Mayormente cubierto","19°","4 km/h","83%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1683","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","02:00","Mayormente cubierto","19°","En calma","83%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1684","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","02:30","Llovizna","18°","7 km/h","88%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1685","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","02:33","Llovizna","18°","6 km/h","88%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1686","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","02:49","Cielo cubierto","18°","4 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1687","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","03:00","Cielo cubierto","18°","7 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1688","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","03:30","Mayormente cubierto","18°","4 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1689","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","04:00","Mayormente cubierto","18°","En calma","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1690","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","04:30","Mayormente cubierto","18°","4 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1691","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","05:00","Mayormente cubierto","18°","9 km/h","88%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1692","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","05:30","Mayormente cubierto","18°","7 km/h","88%","1008 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1693","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","06:00","Mayormente cubierto","18°","4 km/h","88%","1008 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1694","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","06:30","Mayormente cubierto","18°","2 km/h","88%","1008 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1695","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","07:00","Mayormente cubierto","18°","6 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1696","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","07:30","Mayormente cubierto","18°","6 km/h","88%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1697","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","08:00","Parcialmente cubierto","18°","6 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1698","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","08:30","Parcialmente cubierto","18°","11 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1699","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","09:00","Parcialmente cubierto","19°","4 km/h","88%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1700","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","09:30","Nubes dispersas","20°","4 km/h","78%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1701","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","10:00","Parcialmente cubierto","20°","6 km/h","83%","1010 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1702","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","10:30","Nubes dispersas","21°","11 km/h","73%","1010 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1703","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","11:00","Nubes dispersas","21°","9 km/h","73%","1010 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1704","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","11:30","Nubes dispersas","22°","13 km/h","64%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1705","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","12:00","Nubes dispersas","22°","15 km/h","64%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1706","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","12:30","Nubes dispersas","23°","11 km/h","61%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1707","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","13:00","Nubes dispersas","23°","9 km/h","57%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1708","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","13:30","Nubes dispersas","23°","7 km/h","57%","1008 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1709","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","14:00","Nubes dispersas","25°","33 > 54 km/h","47%","1008 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1710","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","14:30","Nubes dispersas","25°","22 km/h","44%","1008 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1711","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","15:00","Nubes dispersas","24°","26 > 48 km/h","47%","1008 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1712","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","15:30","Nubes dispersas","23°","30 km/h","50%","1007 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1713","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","16:00","Nubes dispersas","23°","28 km/h","53%","1007 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1714","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","16:30","Parcialmente cubierto","23°","28 km/h","57%","1007 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1715","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","17:00","Parcialmente cubierto","22°","28 km/h","64%","1007 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1716","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","17:30","Parcialmente cubierto","22°","32 km/h","60%","1007 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1717","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","18:00","Parcialmente cubierto","22°","24 > 43 km/h","57%","1007 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1718","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","18:30","Parcialmente cubierto","21°","32 km/h","64%","1008 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1719","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","19:00","Parcialmente cubierto","20°","28 km/h","78%","1008 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1720","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","19:30","Parcialmente cubierto","20°","30 km/h","68%","1008 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1721","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","20:00","Parcialmente cubierto","20°","30 km/h","73%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1722","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","20:30","Parcialmente cubierto","20°","24 km/h","68%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1723","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","21:00","Parcialmente cubierto","20°","28 km/h","73%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1724","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","21:30","Nubes dispersas","20°","37 km/h","78%","1008 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1725","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","22:00","Parcialmente cubierto","20°","41 km/h","78%","1008 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1726","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","22:30","Parcialmente cubierto","20°","44 km/h","73%","1008 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1727","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","23:00","Nubes dispersas","20°","46 km/h","73%","1009 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310573-1728","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 4 Diciembre 2022","23:30","Nubes dispersas","20°","39 km/h","73%","1008 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2022.html"
"1680310576-1729","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","00:00","Nubes dispersas","20°","37 km/h","78%","1009 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1730","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1731","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","00:30","Llovizna","20°","35 km/h","83%","1009 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1732","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","01:00","Nubes dispersas","20°","32 km/h","78%","1009 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1733","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","01:30","Nubes dispersas","20°","28 km/h","78%","1009 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
